PREFIXO: ;D2-076
NOME DO POSTO: ;CAPITUVA
MUNICÍPIO: ;GUARATINGUETA
CURSO D'ÁGUA: ;GUARATINGUETA,RIB
LATITUDE: ;22°45'00"
LONGITUDE: ;45°14'00"
 
Obs: valores com --- representam dados inexistentes.
 
Dados de chuva (mm)
 
Mês/Ano;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;Chuva máxima;Chuva total
  11/1962;  3,0;  0,0;  0,0;  0,0;  0,0;  0,0;  2,4; 14,2; 20,7;  2,8; 12,6;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,1;  0,0;  1,1;  0,0;  9,2;  3,2;  0,0;  4,0;  0,0;  0,0;  0,0;0,0;0,0;---;20,7;82,3
  12/1962;  1,6;  0,0;  0,0;  1,2;  0,0; 12,8;  5,4;  2,8;  0,0;  4,9;  0,4; 18,4; 17,5;  6,9;  2,7;  0,0;  0,0; 31,3; 38,0; 33,4;  7,1;  0,0;  0,0; 47,5;  0,0;  0,0;  3,8;  4,4;4,1;11,2;15,2;47,5;270,6
  01/1963;  7,0;  1,5;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 16,9;  0,0; 22,4;  0,0;  0,0; 46,7;  2,1;  7,4; 23,4;  0,0;  6,8;  0,0;  0,4; 45,8;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;46,7;180,4
  02/1963;  0,0;  0,0;  0,0; 47,9; 16,7; 18,8; 25,2; 10,0;  4,6;  0,0;  0,0;  0,0; 13,5;  0,4; 24,9;  1,0;  0,0;  0,0;  0,0;  9,5; 34,5; 27,4;  0,0;  0,0; 27,1;  0,0;  0,0;  0,0;---;---;---;47,9;261,5
  03/1963;  0,0;  0,0;  6,2;  9,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 13,3;  1,0;  0,0;  0,0;  0,0;  0,0;  0,0;  5,5;  0,0;  4,3; 16,5;  0,0;  0,0;  0,0;8,1;9,1;0,0;16,5;73,0
  04/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  05/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  06/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  07/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;0,0;0,0
  08/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0; 10,7;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;0,0;10,7;10,7
  09/1963;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;0,0;0,0;---;0,0;0,0
  10/1963;  4,3;  0,0;  0,0;  0,0;  0,0;  0,0;  2,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  0,0;  1,0;  4,0;  0,0; 13,0;  0,0;  0,0; 38,0;  9,0;  5,7;  5,7;  0,0;  7,6; 10,0; 20,0;0,0;0,0;0,0;38,0;120,3
  11/1963;  0,0; 10,0;  9,0;  0,0;  0,0;  0,0;  6,0;  0,0;  0,0;  9,0; 26,0;  0,0;  0,0;  9,0;  0,0; 27,0;  0,0;  0,0;  0,0;  0,0; 22,0;  0,0;  0,0;  0,0;  0,0;  0,0;  9,0;  0,0;0,0;0,0;---;27,0;127,0
